respondent_id,true_segment,age_group,gender,city_tier,occupation,income_bracket,education,cricket_role,practice_days,data_importance,fantasy_cricket,pod_interest,monthly_rec_spend,psm_too_cheap,psm_reasonable,psm_expensive,psm_too_expensive,membership_wtp,digital_spend,food_delivery_freq,influence_source,tech_adoption,distance_tolerance,preferred_timeslot,nps_score,pod_conversion,pod_conversion_binary,realistic_monthly_spend,use_academy,use_boxcricket,use_bowlingmachine,use_homenet,use_videoanalysis,use_mobilegame,use_gym,disc_freetrial,disc_buy5get1,disc_student,disc_family,disc_offpeak,disc_referral,disc_academy,disc_corporate,feat_ai,feat_bowlingmachine,feat_batspeed,feat_footwork,feat_videoreplay,feat_leaderboard,feat_progressreport,feat_appbooking,brand_mrf,brand_sg,brand_ss,brand_kookaburra,brand_graynicolls,brand_adidasnike,brand_decathlon,brand_nopref,addon_smartbat,addon_wearables,addon_aicoaching,addon_highlights,addon_fitness,addon_merch,stream_hotstar,stream_jiocinema,stream_netflix,stream_prime,stream_youtube,stream_sonyliv,act_gym,act_yoga,act_othersport,act_swimming,act_videogaming,act_running,past_boxcricket,past_trampoline,past_vr,past_bowling,past_gokarting,past_fitclass,past_academy,past_golf,frust_nodata,frust_coachattention,frust_timing,frust_crowded,frust_distance,frust_cost,frust_equipment,frust_notracking,bar_price,bar_location,bar_humancoach,bar_aidistrust,bar_time,bar_notserious,bar_academy,bar_safety,bar_social,hh_self,hh_child,hh_spouse,hh_sibling,hh_parent
R1516,Rising_Star,19-25,Other/PNS,Tier 1,Professional,20K-40K,Bachelors,Regular,3-4,4,Occasional,4,2501-5000,100-149,250-299,500-599,300-399,1000-1999,201-500,3-4/week,Friends/Teammates,Early majority,Up to 3km,Night,7,Maybe,,3054.0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0
R1517,Rising_Star,15-18,Male,Tier 3,Self-employed,Above 150K,Up to 10th,Regular,3-4,3,Occasional,5,501-1000,100-149,200-249,200-299,500-599,Up to 499,1-200,Rarely,Parents/Family,Late majority,Up to 3km,Evening,8,Maybe,,1092.0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0.0,1.0,,,1.0,1.0,0.0,,,1.0,1.0,,0,0,0,0,0,1,0,0,0,0
R1518,Sceptic,19-25,Male,Tier 2,Salaried private,20K-40K,Up to 10th,Regular,0,1,Aware not using,2,1-500,Below 50,200-249,200-299,300-399,Would not subscribe,1-200,1-2/week,Coach,Early majority,Up to 3km,Night,2,Unlikely,0.0,238.0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,1.0,0.0,1,1,0,0,0,0,0,0,0,0
R1519,Rising_Star,15-18,Male,Tier 1,School student,Below 20K,12th/Diploma,Regular,3-4,1,Active,1,501-1000,200-249,250-299,500-599,400-499,Up to 499,501-1000,3-4/week,Parents/Family,Early majority,Up to 5km,Evening,6,Yes - definitely,1.0,632.0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1.0,0.0,,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0,0,1,1,1,0,0,0,1,1
R1520,Rising_Star,19-25,Male,Metro,School student,20K-40K,12th/Diploma,Competitive,5-6,5,Aware not using,3,1-500,200-249,150-199,200-299,400-499,500-999,0,3-4/week,Parents/Family,Early majority,Up to 5km,Night,8,Yes - definitely,1.0,277.0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0
R1521,Recreational_Adult,26-35,Male,Metro,Homemaker,40K-75K,Bachelors,Fan only,1-2,4,Not interested,4,1-500,50-99,,500-599,500-599,Would not subscribe,Above 1000,Rarely,Parents/Family,Late majority,Up to 10km,Evening,8,Yes - if price right,1.0,335.0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0.0,1.0,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0,1,0,0,0,1,1,1,0,0
R1522,Recreational_Adult,36-50,Male,Metro,Salaried private,Below 20K,Masters+,Regular,1-2,2,Active,3,1001-2500,50-99,,400-499,600-799,1000-1999,Above 1000,Daily,Friends/Teammates,Laggard,Within 1km,Evening,5,Unlikely,0.0,1467.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0.0,,,1.0,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0
R1523,Corporate_Fan,19-25,Male,Metro,College student,Above 150K,Bachelors,Fan only,1-2,3,Active,2,2501-5000,200-249,300-349,500-599,400-499,2000-3000,501-1000,Daily,Self,Late majority,Up to 10km,Evening,5,Maybe,,2840.0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,0,1,1,0,0,0
R1524,Corporate_Fan,26-35,Female,Metro,Salaried private,Below 20K,Bachelors,Fan only,0,4,Occasional,1,1001-2500,150-199,200-249,300-399,600-799,500-999,201-500,3-4/week,Self,Early adopter,Any distance,Night,3,Yes - definitely,1.0,966.0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,,1.0,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0
R1525,Semi_Pro,19-25,Male,Metro,School student,Below 20K,12th/Diploma,Competitive,Daily,4,Active,5,2501-5000,200-249,250-299,600+,500-599,2000-3000,1-200,1-2/week,Self,Early majority,Any distance,Early morning,7,Yes - if price right,1.0,4500.0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0,0,0,0,1,0,1,0,0
R1526,Rising_Star,15-18,Female,Metro,College student,40K-75K,Up to 10th,Competitive,3-4,4,Active,4,2501-5000,50-99,200-249,300-399,500-599,500-999,201-500,1-2/week,Parents/Family,Late majority,Within 1km,Afternoon,6,Maybe,,4264.0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1.0,,0.0,,,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,0,0,1,0,1,0,0,1,0
R1527,Recreational_Adult,15-18,Male,Tier 2,Salaried private,Below 20K,Bachelors,Occasional,5-6,2,Aware not using,3,0,100-149,200-249,200-299,600-799,Would not subscribe,1-200,1-2/week,Self,Early adopter,Up to 10km,Evening,8,Unlikely,0.0,0.0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,,,1.0,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0
R1528,Recreational_Adult,19-25,Male,Tier 2,College student,75K-150K,12th/Diploma,Regular,3-4,4,Occasional,3,1001-2500,100-149,150-199,400-499,400-499,500-999,0,Daily,Coach,Early majority,Up to 3km,Evening,4,Yes - if price right,1.0,1746.0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1.0,0.0,,1.0,1.0,,0.0,,0.0,0.0,1.0,1.0,0,0,1,0,0,1,1,0,0,0
R1529,Rising_Star,19-25,Female,Tier 1,Salaried govt,40K-75K,12th/Diploma,Regular,3-4,5,Active,5,1001-2500,50-99,200-249,,300-399,Up to 499,0,1-2/week,Parents/Family,Late majority,Up to 3km,Evening,8,Yes - definitely,1.0,1636.0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,1,0,1,1,0,0,0,0
R1530,Rising_Star,15-18,Female,Metro,School student,40K-75K,12th/Diploma,Regular,3-4,3,Aware not using,5,501-1000,100-149,150-199,300-399,500-599,500-999,201-500,1-2/week,Celebrity,Early majority,Up to 3km,Morning,7,Maybe,,991.0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,1,1,0,0,1,0,0,1,0
R1531,Recreational_Adult,15-18,Male,Metro,Salaried private,40K-75K,Masters+,Competitive,3-4,2,Active,3,501-1000,Below 50,250-299,400-499,400-499,1000-1999,0,Daily,Coach,Early adopter,Up to 3km,Evening,7,Yes - if price right,1.0,1017.0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1.0,0.0,0.0,0.0,1.0,,1.0,0.0,1.0,1.0,0.0,0.0,0,0,1,0,1,1,0,1,0,0
R1532,Rising_Star,Under 15,Female,Metro,College student,Below 20K,Up to 10th,Competitive,5-6,5,Active,3,1001-2500,50-99,150-199,200-299,600-799,500-999,1-200,1-2/week,Self,Laggard,Up to 3km,Afternoon,10,Yes - if price right,1.0,1716.0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,,1.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0
R1533,Recreational_Adult,19-25,Male,Metro,Professional,Below 20K,12th/Diploma,Fan only,0,4,Aware not using,2,Above 5000,50-99,100-149,300-399,400-499,Up to 499,201-500,Daily,Friends/Teammates,Tech avoider,Up to 3km,Morning,6,Unlikely,0.0,4672.0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1.0,0.0,1.0,,1.0,,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0
R1534,Semi_Pro,15-18,Male,Metro,College student,40K-75K,Masters+,Coach,3-4,4,Aware not using,5,Above 5000,50-99,300-349,400-499,800+,Would not subscribe,1-200,1-2/week,Self,Early majority,Up to 10km,Evening,10,Yes - definitely,1.0,4500.0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,1
R1535,Rising_Star,19-25,Female,Tier 1,Homemaker,Below 20K,12th/Diploma,Competitive,1-2,4,Occasional,3,501-1000,Below 50,150-199,300-399,300-399,1000-1999,1-200,Rarely,Friends/Teammates,Tech avoider,Up to 5km,Early morning,10,Yes - if price right,1.0,717.0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,1,1,0,1,0
R1536,Recreational_Adult,26-35,Female,Tier 3,Salaried private,20K-40K,Bachelors,Fan only,3-4,3,Aware not using,3,1001-2500,50-99,200-249,400-499,500-599,Up to 499,0,Daily,Parents/Family,Laggard,Up to 5km,Night,9,Unlikely,0.0,845.0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0,0,0,1,0,1,0,1,0,0
R1537,Corporate_Fan,19-25,Male,Metro,Homemaker,75K-150K,Masters+,Occasional,1-2,2,Occasional,3,1001-2500,100-149,200-249,500-599,500-599,500-999,1-200,1-2/week,Self,Early majority,Up to 5km,Night,5,Maybe,,1623.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,1,0,1,0,0,1,0
R1538,Semi_Pro,19-25,Male,Tier 2,College student,20K-40K,Masters+,Occasional,3-4,5,Not interested,4,2501-5000,50-99,200-249,400-499,500-599,500-999,1-200,3-4/week,Celebrity,Late majority,Up to 3km,Early morning,6,Maybe,,2695.0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.0,,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0
R1539,Corporate_Fan,19-25,Male,Metro,Self-employed,75K-150K,Bachelors,Occasional,1-2,2,Occasional,3,1001-2500,100-149,250-299,400-499,800+,1000-1999,1-200,Rarely,Parents/Family,Laggard,Up to 10km,Afternoon,6,Maybe,,1715.0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,1,1,0,0.0,1.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,1,0,0,0
R1540,Recreational_Adult,19-25,Male,Metro,College student,75K-150K,Masters+,Competitive,3-4,2,Occasional,4,2501-5000,150-199,250-299,300-399,,1000-1999,201-500,3-4/week,Friends/Teammates,Late majority,Up to 5km,Morning,7,Yes - if price right,1.0,4359.0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,1,1,1,0,0,0
R1541,Corporate_Fan,36-50,Other/PNS,Tier 2,Other,Above 150K,12th/Diploma,Fan only,3-4,2,Aware not using,2,Above 5000,50-99,250-299,400-499,600-799,Would not subscribe,1-200,1-2/week,Parents/Family,Early majority,Up to 3km,Night,3,Unlikely,0.0,4500.0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1.0,,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,,0,0,0,0,1,1,1,0,0,0
R1542,Rising_Star,15-18,Male,Tier 1,Professional,Below 20K,Masters+,Regular,1-2,3,Active,3,501-1000,100-149,150-199,200-299,300-399,1000-1999,1-200,3-4/week,Parents/Family,Early adopter,Any distance,Early morning,8,Yes - if price right,1.0,802.0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,1,0
R1543,Recreational_Adult,36-50,Male,Tier 1,Salaried private,40K-75K,12th/Diploma,Occasional,1-2,1,Aware not using,3,Above 5000,Below 50,150-199,400-499,300-399,Would not subscribe,501-1000,Daily,Parents/Family,Early majority,Up to 5km,Evening,3,Unlikely,0.0,4500.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1.0,0.0,1.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,0,1,1,1,1,1,0
R1544,Rising_Star,15-18,Male,Rural,College student,40K-75K,Up to 10th,Regular,3-4,5,Active,5,1001-2500,Below 50,250-299,200-299,400-499,Up to 499,201-500,Rarely,Parents/Family,Early adopter,Up to 5km,Morning,10,Yes - definitely,1.0,1820.0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0.0,,,,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1,0,0,0,1,1,0,0,1,0
R1545,Recreational_Adult,19-25,Male,Tier 1,Salaried private,40K-75K,12th/Diploma,Regular,1-2,2,Occasional,4,1-500,,150-199,400-499,400-499,Up to 499,201-500,1-2/week,Friends/Teammates,Early adopter,Up to 5km,Evening,7,Yes - if price right,1.0,284.0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,,0.0,1.0,0.0,0.0,0.0,,1.0,0.0,0.0,1.0,0.0,0,1,0,1,0,1,1,0,0,0
R1546,Recreational_Adult,19-25,Male,Metro,Salaried private,40K-75K,Masters+,Occasional,0,5,Aware not using,3,0,50-99,150-199,200-299,300-399,Up to 499,Above 1000,3-4/week,Self,Early majority,Up to 5km,Evening,5,Unlikely,0.0,0.0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0.0,0.0,,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1,1,0,1,0,0,0,1,0
R1547,Rising_Star,15-18,Other/PNS,Tier 1,College student,20K-40K,Masters+,Regular,1-2,5,Occasional,4,1001-2500,100-149,100-149,200-299,500-599,Above 3000,501-1000,Daily,Parents/Family,Early majority,Up to 5km,Afternoon,8,Yes - if price right,1.0,1570.0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1.0,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0
R1548,Corporate_Fan,50+,Male,Metro,Self-employed,40K-75K,Bachelors,Fan only,1-2,2,Active,4,501-1000,150-199,300-349,400-499,600-799,1000-1999,501-1000,1-2/week,Self,Early adopter,Up to 10km,Evening,6,Maybe,,562.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0
R1549,Recreational_Adult,15-18,Male,Metro,Salaried private,20K-40K,Bachelors,Regular,1-2,5,Occasional,2,1-500,50-99,250-299,300-399,300-399,1000-1999,201-500,Daily,Coach,Laggard,Up to 3km,Evening,7,Yes - if price right,1.0,371.0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.0,,0.0,,1.0,,0.0,1.0,1.0,0.0,0.0,0.0,1,0,0,0,0,1,0,1,1,0
R1550,Rising_Star,19-25,Male,Metro,School student,40K-75K,Up to 10th,Competitive,1-2,5,Aware not using,4,1001-2500,50-99,150-199,400-499,300-399,Up to 499,0,Daily,Parents/Family,Early adopter,Up to 3km,Afternoon,8,Yes - definitely,1.0,1945.0,1,0,0,0,1,1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,0,0,1,0,1,0,0,0,0,0
R1551,Rising_Star,19-25,Male,Tier 3,Homemaker,Below 20K,Up to 10th,Competitive,3-4,3,Not interested,1,0,150-199,100-149,400-499,400-499,1000-1999,201-500,3-4/week,Parents/Family,Late majority,Up to 3km,Morning,9,Yes - definitely,1.0,70.0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0.0,,1.0,1.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,1,0
R1552,Recreational_Adult,26-35,Male,Tier 1,College student,75K-150K,Masters+,Occasional,0,1,Occasional,4,501-1000,50-99,250-299,600+,500-599,500-999,201-500,1-2/week,Coach,Late majority,Any distance,Early morning,5,Unlikely,0.0,924.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1.0,0.0,1.0,0.0,1.0,0.0,,1.0,1.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0
R1553,Recreational_Adult,19-25,Male,Metro,Salaried private,40K-75K,12th/Diploma,Regular,1-2,3,Active,4,1001-2500,150-199,150-199,300-399,600-799,Would not subscribe,Above 1000,1-2/week,Friends/Teammates,Tech avoider,Up to 5km,Afternoon,6,Maybe,,1667.0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0.0,0.0,1.0,,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,0,0
R1554,Recreational_Adult,26-35,Male,Metro,College student,20K-40K,Masters+,Regular,1-2,3,Occasional,3,0,100-149,200-249,200-299,400-499,1000-1999,Above 1000,3-4/week,Social media,Early majority,Up to 3km,Afternoon,9,Maybe,,188.0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,1,0,0,0
R1555,Rising_Star,15-18,Male,Tier 2,School student,40K-75K,Bachelors,Competitive,1-2,4,Occasional,4,1001-2500,50-99,250-299,500-599,300-399,1000-1999,1-200,3-4/week,Parents/Family,Early adopter,Up to 3km,Afternoon,7,Yes - if price right,1.0,1918.0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,0,0,0,0,0,1,0,0,0,1
R1556,Corporate_Fan,36-50,Female,Tier 2,College student,75K-150K,12th/Diploma,Occasional,0,2,Active,2,1-500,100-149,200-249,500-599,800+,2000-3000,Above 1000,1-2/week,Parents/Family,Late majority,Up to 5km,Night,6,Unlikely,0.0,346.0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0.0,1.0,1.0,1.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0
R1557,Sceptic,26-35,Male,Tier 1,Salaried private,20K-40K,Bachelors,Not interested,3-4,1,Not interested,1,1001-2500,50-99,150-199,200-299,300-399,1000-1999,201-500,1-2/week,Self,Laggard,Up to 10km,Night,2,No,0.0,829.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0
